address,amount
0xb5931e98de8446e7d27bc08774156cea934c2183,1250062415786593868
0x8aa4243ef5fe3d6ebe375fa6d47a710266cb0caf,2341296348651761279
0x73e98d816da09e3bdf9479162c61947284b53eb3,1099608947304672652
0x1723c564c0f614c76363227d781f1ba6e1cad042,1672135003313192809
0xe7bad1f45236ec0f92f0d678ebd5b93f62f42f4b,1259024417719299091
0x96efdc17e409477660ea18011665e3228d02f179,10996092770729266252
0xb4e97e24739bae193a7ef041f110dde8e7fef754,4158708558077060446
0xa1ad2124f67a9f56fe9f85a605f82825dc2612df,1099608947304672652
0x386ff2d21c0650f96b6d2a8ca0daa9ce0a7f30a2,1099608947304672652
0x5d280e9b02e871db5ce85b9be186b30253ba3685,1127355648247309096
0x323bfe9f384e88111e83f37ed7a854d0cc5f99d7,1429492620800838222
0xf55c02b021f91752521c0cb74303565f25baccb1,1099608947304672652
0x2360d331a8d59ac079bcb516de782d3906a7e950,1099608947304672652
0x5f1f6c7ae6944ef82966365946c1eeb2ea7a9505,1127298488416509122
0x6637b4b8fc4102135340509e294beeebf4793fa7,1099608947304672652
0x2787e5350faa67fd1be6d1e7d73c0215e8bb9359,1099608947304672652
0x34f73a47a027bc3c1db642df9ca54625d9b6b77f,1099608947304672652
0x037be2500fae074adbf7bc267c89d8974e633d65,1099608947304672652
0x73f61e66345b8f78951508e8f1cd0ab51e1d9b6b,1099608947304672652
0x4639b83faed52e978e0b5d9a4b0f3f7d1b17d33f,1099608947304672652
0x536f181ce2d31c6589a04bc0f230cc7fb4b41d52,1209570171803392034
0xbe13517a2b520b2449068d2ec45280992b04047b,1099608947304672652
0x38f0e547f6f617967b88043dd77195514ef85eda,1099608947304672652
0xe062b7bea76f8e4ed7d54ff5565b7784b9a1eb44,1099608947304672652
0x05f7f81ef8b158be44b96a3a3bd5351bdf28946c,2199217894609345304
0x38c6be8dda4914424226ffa8ffcddf2142c3f6b3,1099608947304672652
0x184127f1e4148f0b18b0b753b32d9a4563c81ef7,1099608947304672652
0x317ad090e2a44b9cc617c4e8680dbcb61b75b98b,1099608947304672652
0x17369d094c735225f1a36813cb1298170f28c129,1099608947304672652
0x79bdda65c706cbda69c0ad4c8da1d3e91724f48d,1099608947304672652
0x46885051db042ed7640de655e286c37bc102d197,1099608947304672652
0x4efa859a120a893d4c34637b5d00262e45bdd76b,1154022907769866325
0x9dbeeda68b1246eb70fdd9ceaf1b3b2d508e6391,2199218993836858547
0x8c988d5344337bf304bfe89724cd70c0e0f08271,1099608947304672652
0xaa0b1d07370d3b5464df6100b663c12a8f677712,1099608947304672652
0x3c6e78a279ca78088a939d80968feffcd517190a,1272166781892906010
0xdd6889900fcec94b0d658de4350d4e2488beb98a,1099608947304672652
0x914b98426333fe919c86672ec7189feb23339858,1099608947304672652
0x83bbe9cfcc205bb8e53cba0b51d6db9386ce58b5,1099608947304672652
0xa300b9cf9199d7a087d426c4cb96c5c3692f219f,1099608947304672652
0x6544df975cf58a0b2c9a361a8db2e00d338e10c1,10996092770729266252
0xb6bd1b9b3e6e3512bb354789289f6d8fbc0f65bc,1099608947304672652
0x9c33357c831628b5de9e745bca84d29a76e415c7,2199217894609345304
0x8f70f795ca5ca5cf8ffc2e9d1b8b621c2420df8d,1099608947304672652
0x6b5add7111100efa6aeee0e1ba676b6218ecabda,1099608947304672652
0x696d181a7961ee66c42f1ebeddc0b48b106c45ad,5498046934978389747
0x38552e767c9770505a2638f4a525071305b93bbe,1099608947304672652
0x11590b8b4f62e52f5081f5c9c416cd3b01866988,1099608947304672652
0x4b9afc0905d4bf4b9f9ca60da23a750c572f443f,1099608947304672652
0xde88d146f61463d582262a1dcdf6ea1323aba34a,2199218993836858547
0x5fd467a7f0dafb897de45ce1f99a7f067af7a333,1099608947304672652
0x8908c7ed19595bf94b0622efb4e098648f16a26c,1110605619368302325
0xee6b71b0b9e8a2e7a30f3f966a41c8b414d5e2cc,12095702817261452148
0x5bbefaccc1a8e1ecb0d470f941668562eeb46ff0,12095702817261452148
0x3645af64f7ddd6c1e0391c83d58e6ad610bf215a,1154590109167790820
0x942fec89e62c34ecfb26694654bec567fbdf68b5,1649413970570767455
0x29ce0df06da9d430538606251c377476c6423cd1,1319531396302115128
0xd2e1b76f81b71304daceec93f7d55d0a2abe2307,5498046934978389747
0x080a75c96bf646cd9f78aaf8c9869a510e9c68bb,5498046934978389747
0x9c72c98535224c3c045a3d27ff981ed5a1d64d6e,5498046934978389747
0x99d6d24012361620bfa1a3f16d4e745066fc7c69,1391492325594953204
0x695ed4801272fa829c5c5d9d2f52176c67d58010,2112819711129809807
0x3bd22a0649802540ff4067dff29b9dd00c5fe25c,1099608947304672652
0x77e3da11f559dbb2388bf889472412c04df317ed,1099608947304672652
0xcf8e24538e6e8c6d7ca711f84539aeac0892e28b,5498046934978389747
0x27c181ab22f759b7d17d7b5cc216bce728b4e5c3,1292374980535225818
0xf935861a8b8cc6867eeb463d97b501c69d177092,1413887986992831428
0x745d9f9c9f01c7d8afb63e81d16c60f2fb74a1e0,1099608947304672652
0x42acf5773af88b0e49f413e10edf9bcef93c3805,1371721619503742852
0xa1cad48e9844d850f066376e1f1e04147b16619e,2749022917875436396
0xc5ba2b86292a73830cfe7619f24f4fcab66e398b,1266330983013876103
0xcd5c1bb777c937d993bc5e16e48b1669becc77aa,3298827941141531200
0xce9cc2efb00a730009346b173045dba73fd3327c,1266235350220038400
0xb8a9c37240e8b72f42a88f1099e6c61dc3e96756,3298827941141531200
0xf7eb38d17e6d6b2c12a9af9f32f6cfcaec6969f3,1209570171803392034
0x48f73a47f17a374ba42253c665bd8389f2efdd31,1318450855654518959
0xd59c20efa3fcc5871d6789f725244465bcd6aa0e,1272753769386105992
0x15446371fe06e86fcd27b1f567491a3eee9c238e,1297219276195402956
0xdf23d6fd44249716a515bdddc81b82c18b915345,1297917285667655733
0xe6318ac14dc1235e01af21d354088118e15783ba,1277537607532939716
0x78e95eabc4f0115e87825e20ef040ad89d973f0d,1278747857027347212
0x97e5a15342e3c08dd8882dc8033be2d0271569c0,1275682111487015309
0x3cbf5a2ad28271f6ec30e0d891905e663b78b865,1295245063577821919
0x91d87e8ba48a0e40f7913305792541191f92404e,1274005789526098370
0x6dae9dc6ee8a4e28dabb1acb019ae9bd4c7dd928,1273960721197966337
0xb08e71a3c5472d30a571dc0f04691d13611f7ae0,1276209740694388832
0xc68eefd332888b41eb9afbd32a95c1d04d1cc9d8,2199218993836858547
0x09a649f2954f99d5622df9e4c53865608ff2ead0,1099608947304672652
0xdbddf4b289ca27a4f35497095ef7f1176dc96db3,2199218993836858547
0xf41ed4f4a2da834e1a2655d127aa5c6f4d8102f9,2199218993836858547
0x6d11ad78ca29e5d6115877a3d55ae969641707d3,1190262240496151397
0x12d6ef206a5ba9f42d7dc58bd38d4df7bb70934b,1110605619368302325
0xecd793a0a99b60896226437105ef8f7d46a090fb,2199218993836858547
0xa0313907508e59550b0d7a48d9a2e36cec22da39,1209570171803392034
0xb864b1cc4541ec0cb5bf7882592cb1d2dea909c2,1209570171803392034
0xf701c25aa132c72c880f33e20873625cdf33b365,1209570171803392034
0xe866c7bbe04077837d0b630ea6ccd1afb1203680,1319531396302115128
0xf3a2721ebfd19850d0facd5680419c02903394ca,1649413970570767455
0x85687cc0a149e77227fcba1269a1dd4055f38010,1099608947304672652
0xbbe56ed3083f6d005441e0e4de10847897088d8c,1124083247934090405
0x6075771739d164ddf97787cc9216fa7c96ae63ad,1099608947304672652
0x9d55e3babeebf4e24eb857082586ac7d21da0e4a,2268052620848504352
0x92234af8ef2dd7cd28e7de63137f9bb7ed37dac0,1209570171803392034
0x89bd8ebfd2d93fa469297d99ed36ac3a12bb5b78,1099608947304672652
0x65d6e0beaae01021d6471ec87e60a3d1ff32e132,1163753269735805482
0x1861ef2f60f952c7efb107f2d277f761c7387ce3,1154590109167790820
0x99ba206082d566daeb7bff2e5a57e8a2df607a96,1099608947304672652
0x93f4c8f670578f6d10bf8b77826f04e9c3a4b9e2,1224057990455798838
0x3dbadc86d19416ec16d81aa07ff2609e6241e7e9,1099608947304672652
0x2d9422b24f0c8f1c438fd61f5e3bb934d1caf468,1099608947304672652
0xfd7b2400fe1fd266e11af6ee8ec0352d4fb52458,1099608947304672652
0xb541a085342afd5bcd2898a0be368a80cdd21e19,1099608947304672652
0x29601908c6e9edf2673c505f3a48c2fb15ea96fe,1099608947304672652
0xbd6f4ec3011db92e8822f96d9beff9f0d0ff89f3,2199218993836858547
0xadb39619d7c0a8cabb44560c683abe39b980ce8f,1099608947304672652
0x5d9199e3daa5dd775d0e572a0c30511ee8857449,1099608947304672652
0xa9a7648c5cb119811f556797b51e3f907e929f78,1099608947304672652
0xe4bafe0ddfd1bc9f7b4b067b91e46c1ae968e1de,1099608947304672652
0x4b36ded75681cd890877c70e0ba719510b37d184,1099608947304672652
0x7c7c306c753cbb4e3dd0f1d4a18e8ab51c5edb21,1099608947304672652
0x1f0f5d02ce4043615e7d540d80969bc5575b592b,1649413970570767455
0x66878baf67c8a67127db7c3b67999fa431e4546c,1099608947304672652
0x71a61084d15f5471ad396f8648f908eae404a5fe,1099608947304672652
0xe25f364ef1fd700ff9ae425b268148e00fdc8e27,1099608947304672652
0xc8e1f80e0acc99c2deb9393aa5e85c07ada33c63,1099608947304672652
0xab828c55d89281a87515d8baddf7c544cd035685,1649413970570767455
0xa53c541d155c06a6fc0b0d42ea26ad7414cf547b,1099608947304672652
0x33a74ed005785a83295d3ebe7e9fee647c3b4246,1246560276922665751
0xf330db6a0aa6489c5e05246ec0cecb84d6002c28,1154590109167790820
0x323816fd9de97410c9b6b686f34a7b495eff5fe6,1099608947304672652
0x6c41d9169d27c436edebc08b53dcabdf901816e5,1099608947304672652
0x52579eae98a3a7ad23691f408a95559b44242d01,1209570171803392034
0x05431cd62f011cb44ec803fe4ac96fac651ca494,1099608947304672652
0xea795640e8ebd6ffec0b3b00b64486b785b59610,2199218993836858547
0xea9a2ad45cd7d801b07af132a43ab572c28026d7,1400147643050869830
0x1cab647aed688da43b1d38aa2027f35e5b61cde3,1272187667215694739
0x5a641c6fd5a473395355816ebc757b067ccaabe5,1209570171803392034
0xed32294c5e868a6239475ca967a9a90b0319a9f2,1649413970570767455
0xa8f4a971e71bba82514e669075326c7a923ea6b8,1099608947304672652
0x2ba829474ac766261633375ee002b2b75e775fdb,16673164284776459237615
0x38f265e63eb374cc2d8ce37eab88b94570ba80b6,466318024045184605002
0x1e0f17d6dc9f6fd644ca0b614232d84d1d4a16db,65346248574794831004
0xf3eab2365c8689d7d429e9cf03c78b29f07907b1,16504546092595542252
0x13dda63c28bb95fe9822fea43ad5feaa966636a9,2199415755562107592
0x747811193cd339582929344c74e315339db57446,2199218993836858547
0xa7e5a837382c4b2a484bd2afadc8b5a5f6d74e87,11586283412909570488
0x7df3cc5d9bc1c575b0cab6b26e5798ea690865ee,1099608947304672652
0x0af3ca86aedb50220c04db37ce5a79b6d17eca4d,1099608947304672652
0x9faaa0efbe61bc445e1068ab1cd67f23b45d624f,2199217894609345304
0xf85d965e9fd4607b000110253214f49231f0031a,1099608947304672652
0xb22dfc8eb2f8c32e745e4bf6b9ca71c84c628ff5,2199218993836858547
0x4c710b38199f589dd769d36ed52b6d0170cb83ee,1105643706363981800
0x4c1df617de6edd32eb693755bb385108cc7c3a81,1099608847304672631